cohort,exposure,process,term,estimate,hazard_ratio,sensitivity
ELSA,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",0.785166968223289,2.19277303358692,primary_reproduction
ELSA,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",1.91063921557242,6.75740685799165,primary_reproduction
ELSA,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",1.99856118885426,7.37843228732106,primary_reproduction
ELSA,wealth,relapse,period_factor10,-0.369418866822105,0.691135855932535,primary_reproduction
ELSA,wealth,relapse,period_factor3,-0.300703676439553,0.740297107722792,primary_reproduction
ELSA,wealth,relapse,period_factor4,-0.251480710405407,0.777648457988582,primary_reproduction
ELSA,wealth,relapse,period_factor5,-0.324378426655682,0.722976596990018,primary_reproduction
ELSA,wealth,relapse,period_factor6,-0.407451385913834,0.665343795692442,primary_reproduction
ELSA,wealth,relapse,period_factor7,-0.446816518255947,0.639661263672447,primary_reproduction
ELSA,wealth,relapse,period_factor8,-0.43658292313898,0.646240907339727,primary_reproduction
ELSA,wealth,relapse,period_factor9,-0.681185563910948,0.506016721442849,primary_reproduction
ELSA,wealth,relapse,proxy_factorself,-0.161217958114288,0.851106545311785,primary_reproduction
ELSA,wealth,relapse,seslow,0.439510879527963,1.55194794332734,primary_reproduction
ELSA,wealth,relapse,sesmiddle,0.160853724055228,1.1745131532268,primary_reproduction
ELSA,wealth,relapse,sex_factormale,-0.0368919316241785,0.963780283891299,primary_reproduction
HRS,education,death_post,(Intercept),-3.1039877421321,0.0448699155036842,primary_reproduction
HRS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.24951301037103,3.48864361045579,primary_reproduction
HRS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.70113785607653,5.4801795009788,primary_reproduction
HRS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",2.82473698091052,16.8565108188519,primary_reproduction
HRS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",1.95737473015629,7.08071385893658,primary_reproduction
HRS,education,death_post,origin_factorD2,-0.191726718921697,0.825532440063453,primary_reproduction
HRS,education,death_post,origin_factorR1,-0.842105067830494,0.430802699344999,primary_reproduction
HRS,education,death_post,period_factor10,-0.440799853512985,0.643521492250518,primary_reproduction
HRS,education,death_post,period_factor11,-0.132798780741943,0.875641270269685,primary_reproduction
HRS,education,death_post,period_factor12,-0.0883985747966145,0.915395950248217,primary_reproduction
HRS,education,death_post,period_factor13,-0.27783196600546,0.757424083816204,primary_reproduction
HRS,education,death_post,period_factor14,-0.112424116576015,0.893665158907741,primary_reproduction
HRS,education,death_post,period_factor15,-0.239701411925266,0.786862773834452,primary_reproduction
HRS,education,death_post,period_factor3,0.0390402617902742,1.03981234751406,primary_reproduction
HRS,education,death_post,period_factor4,-0.0668547474854299,0.935331050657373,primary_reproduction
HRS,education,death_post,period_factor5,-0.0881387127939708,0.915633857783286,primary_reproduction
HRS,education,death_post,period_factor6,-0.143379906580817,0.866424845861724,primary_reproduction
HRS,education,death_post,period_factor7,-0.0615149456766355,0.940338891633403,primary_reproduction
HRS,education,death_post,period_factor8,-0.127297905527765,0.880471336245266,primary_reproduction
HRS,education,death_post,period_factor9,-0.0457083092434278,0.95532057973633,primary_reproduction
HRS,education,death_post,proxy_factorself,-0.784494097208689,0.456350512394887,primary_reproduction
HRS,education,death_post,seslow,0.118010414898788,1.1252558307319,primary_reproduction
HRS,education,death_post,sesmiddle,0.156208703449436,1.16907016660737,primary_reproduction
HRS,education,death_post,sex_factormale,0.441475712722971,1.55500025982773,primary_reproduction
HRS,education,death_pre,(Intercept),-5.79440035147544,0.00304455554266034,primary_reproduction
HRS,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.75291221610399,5.7713857486967,primary_reproduction
HRS,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",2.49599772907737,12.1338337599666,primary_reproduction
HRS,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",4.2315381686952,68.8230122021049,primary_reproduction
HRS,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",2.74695409397865,15.5950583865242,primary_reproduction
HRS,education,death_pre,period_factor10,-0.67387955141898,0.509727223914698,primary_reproduction
HRS,education,death_pre,period_factor11,-0.42461313223439,0.654022756515927,primary_reproduction
HRS,education,death_pre,period_factor12,-0.399736068982934,0.67049698763631,primary_reproduction
HRS,education,death_pre,period_factor13,-0.514146002906465,0.598011076333353,primary_reproduction
HRS,education,death_pre,period_factor14,-0.58158914187218,0.559009315228379,primary_reproduction
HRS,education,death_pre,period_factor15,-0.583235964952329,0.558089483394075,primary_reproduction
HRS,education,death_pre,period_factor3,0.0587381084020572,1.06049746899193,primary_reproduction
HRS,education,death_pre,period_factor4,-0.0815890729387928,0.921650612069039,primary_reproduction
HRS,education,death_pre,period_factor5,0.0148402706014673,1.01495093416531,primary_reproduction
HRS,education,death_pre,period_factor6,-0.292629784476505,0.746298380805611,primary_reproduction
HRS,education,death_pre,period_factor7,-0.341776228415014,0.710507178239053,primary_reproduction
HRS,education,death_pre,period_factor8,-0.305259600887917,0.73693204134532,primary_reproduction
HRS,education,death_pre,period_factor9,-0.445948162258944,0.640216958602402,primary_reproduction
HRS,education,death_pre,proxy_factorself,-0.0421215784264369,0.958753209779795,primary_reproduction
HRS,education,death_pre,seslow,0.570363729970763,1.76891034014125,primary_reproduction
HRS,education,death_pre,sesmiddle,0.434827268775912,1.54469621863748,primary_reproduction
HRS,education,death_pre,sex_factormale,0.658874223580602,1.93261541640692,primary_reproduction
HRS,education,onset,(Intercept),-3.28557884351859,0.0374189191246015,primary_reproduction
HRS,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.19388345669824,3.2998712636563,primary_reproduction
HRS,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.54527624474703,4.68926683344693,primary_reproduction
HRS,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",2.11163979832324,8.26177783242584,primary_reproduction
HRS,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",1.98504326374245,7.27936231109717,primary_reproduction
HRS,education,onset,period_factor10,-0.656446010902737,0.518691486502592,primary_reproduction
HRS,education,onset,period_factor11,-0.567363556131146,0.567018381940838,primary_reproduction
HRS,education,onset,period_factor12,-0.618667797571843,0.538661566054728,primary_reproduction
HRS,education,onset,period_factor13,-0.80759395554463,0.445929703192718,primary_reproduction
HRS,education,onset,period_factor14,-0.793938626589711,0.45206078568412,primary_reproduction
HRS,education,onset,period_factor15,-0.882638446151617,0.413689971770083,primary_reproduction
HRS,education,onset,period_factor3,-0.185698657057949,0.830523829771102,primary_reproduction
HRS,education,onset,period_factor4,-0.346617099662277,0.707076016076566,primary_reproduction
HRS,education,onset,period_factor5,-0.428960143827843,0.651185882440467,primary_reproduction
HRS,education,onset,period_factor6,-0.507060069139569,0.602263591940708,primary_reproduction
HRS,education,onset,period_factor7,-0.49493242251759,0.609612101955475,primary_reproduction
HRS,education,onset,period_factor8,-0.599415513660911,0.549132502760013,primary_reproduction
HRS,education,onset,period_factor9,-0.435161776820755,0.647159963127572,primary_reproduction
HRS,education,onset,proxy_factorself,-0.129880385183293,0.878200470426597,primary_reproduction
HRS,education,onset,seslow,0.580730417025284,1.78734346017754,primary_reproduction
HRS,education,onset,sesmiddle,0.233331254002124,1.26279971751221,primary_reproduction
HRS,education,onset,sex_factormale,-0.0943216675390153,0.909990000913261,primary_reproduction
HRS,education,recovery,(Intercept),-2.57572103931946,0.0760989326893873,primary_reproduction
HRS,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",-0.524716857228473,0.591722882706878,primary_reproduction
HRS,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",-0.940613375512916,0.390388307277488,primary_reproduction
HRS,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",-2.03876641704056,0.130189211055192,primary_reproduction
HRS,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",-2.38883380330609,0.0917366044449953,primary_reproduction
HRS,education,recovery,origin_factorD2,0.107849334433924,1.11387990939614,primary_reproduction
HRS,education,recovery,period_factor10,0.141550311780601,1.15205846491547,primary_reproduction
HRS,education,recovery,period_factor11,-0.00550387745352069,0.99451124113033,primary_reproduction
HRS,education,recovery,period_factor12,0.102989677123229,1.10847996631485,primary_reproduction
HRS,education,recovery,period_factor13,0.0463733102102551,1.04746536749494,primary_reproduction
HRS,education,recovery,period_factor14,0.0905204163873358,1.09474385812813,primary_reproduction
HRS,education,recovery,period_factor15,0.161717383903932,1.17552797124472,primary_reproduction
HRS,education,recovery,period_factor3,0.117843246149927,1.12506773884451,primary_reproduction
HRS,education,recovery,period_factor4,0.245334566408957,1.2780488338927,primary_reproduction
HRS,education,recovery,period_factor5,0.241637734907835,1.27333282521927,primary_reproduction
HRS,education,recovery,period_factor6,0.310708655730299,1.36439165558426,primary_reproduction
HRS,education,recovery,period_factor7,0.0819572011364803,1.08540935454861,primary_reproduction
HRS,education,recovery,period_factor8,0.182445609993736,1.20014887307364,primary_reproduction
HRS,education,recovery,period_factor9,-0.000553464665109577,0.999446688468206,primary_reproduction
HRS,education,recovery,proxy_factorself,1.0084991597398,2.74148339719136,primary_reproduction
HRS,education,recovery,seslow,-0.435614478525395,0.646867059013188,primary_reproduction
HRS,education,recovery,sesmiddle,-0.187956779691727,0.828650520989702,primary_reproduction
HRS,education,recovery,sex_factormale,0.186216754083822,1.20468335211654,primary_reproduction
HRS,education,relapse,(Intercept),-2.07088253699345,0.12607446721144,primary_reproduction
HRS,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",0.322778165631305,1.38095897276237,primary_reproduction
HRS,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",0.616593671383603,1.85260669446707,primary_reproduction
HRS,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",0.493731809805697,1.63841909393089,primary_reproduction
HRS,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",0.91661779825335,2.50081779967809,primary_reproduction
HRS,education,relapse,period_factor10,-0.217915296423945,0.804193556851825,primary_reproduction
HRS,education,relapse,period_factor11,-0.0766304419199695,0.926232086916762,primary_reproduction
HRS,education,relapse,period_factor12,-0.251096343009767,0.777947418152692,primary_reproduction
HRS,education,relapse,period_factor13,-0.283419948551197,0.753203414751371,primary_reproduction
HRS,education,relapse,period_factor14,-0.212965769710195,0.808183801108742,primary_reproduction
HRS,education,relapse,period_factor15,-0.0562523661407306,0.945300543935294,primary_reproduction
HRS,education,relapse,period_factor4,0.0333083864948302,1.03386932142087,primary_reproduction
HRS,education,relapse,period_factor5,0.0271066260327936,1.02747735275685,primary_reproduction
HRS,education,relapse,period_factor6,-0.0159213226532746,0.984204751627682,primary_reproduction
HRS,education,relapse,period_factor7,0.00445287783200662,1.00446280662426,primary_reproduction
HRS,education,relapse,period_factor8,0.0453178994922888,1.04636044449574,primary_reproduction
HRS,education,relapse,period_factor9,0.0638004790742216,1.06587971223755,primary_reproduction
HRS,education,relapse,proxy_factorself,0.0995127318500038,1.10463253466616,primary_reproduction
HRS,education,relapse,seslow,0.400600453845484,1.49272073850643,primary_reproduction
HRS,education,relapse,sesmiddle,0.150862972321611,1.16283730626784,primary_reproduction
HRS,education,relapse,sex_factormale,-0.158009212658448,0.853841915778309,primary_reproduction
HRS,wealth,death_post,(Intercept),-3.19319391757349,0.0410405811529278,primary_reproduction
HRS,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.29869541495157,3.66451287915636,primary_reproduction
HRS,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.74886140276845,5.74805423005881,primary_reproduction
HRS,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",2.88281799313651,17.8645444779837,primary_reproduction
HRS,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",1.97688452035628,7.22021348015616,primary_reproduction
HRS,wealth,death_post,origin_factorD2,-0.199856914230553,0.818847910179313,primary_reproduction
HRS,wealth,death_post,origin_factorR1,-0.839188497343403,0.432060999852764,primary_reproduction
HRS,wealth,death_post,period_factor10,-0.394597440023425,0.673951290463465,primary_reproduction
HRS,wealth,death_post,period_factor11,-0.0867900599081419,0.916869563109427,primary_reproduction
HRS,wealth,death_post,period_factor12,-0.0451167751892779,0.955885851564159,primary_reproduction
HRS,wealth,death_post,period_factor13,-0.236584407656078,0.789319254901873,primary_reproduction
HRS,wealth,death_post,period_factor14,-0.0743913972210046,0.92830828544425,primary_reproduction
HRS,wealth,death_post,period_factor15,-0.202108546967205,0.817006239579403,primary_reproduction
HRS,wealth,death_post,period_factor3,0.0542685626275905,1.0557681039405,primary_reproduction
HRS,wealth,death_post,period_factor4,-0.0419748553366396,0.958893891333451,primary_reproduction
HRS,wealth,death_post,period_factor5,-0.0560299846719277,0.945510784634665,primary_reproduction
HRS,wealth,death_post,period_factor6,-0.106628766356585,0.89885929787215,primary_reproduction
HRS,wealth,death_post,period_factor7,-0.0243952903407665,0.97589986971146,primary_reproduction
HRS,wealth,death_post,period_factor8,-0.0884884455822177,0.915313686591635,primary_reproduction
HRS,wealth,death_post,period_factor9,-0.00365023948122141,0.996356414544189,primary_reproduction
HRS,wealth,death_post,proxy_factorself,-0.776627181600918,0.459954741859675,primary_reproduction
HRS,wealth,death_post,seslow,0.221302534404393,1.2477008459029,primary_reproduction
HRS,wealth,death_post,sesmiddle,0.123167769635906,1.13107416493124,primary_reproduction
HRS,wealth,death_post,sex_factormale,0.446925237376033,1.56349740374829,primary_reproduction
HRS,wealth,death_pre,(Intercept),-5.75138981193908,0.0031783604022291,primary_reproduction
HRS,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.86870014136686,6.47986801024159,primary_reproduction
HRS,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",2.59133469474308,13.3475746574595,primary_reproduction
HRS,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",4.40568922675607,81.9155818020301,primary_reproduction
