age,state,probability_start,probability_end,half_cycle_occupancy,cohort,exposure,ses
67,I0,0.813423018830684,0.783883932630769,0.798653475730727,CHARLS,education,high
67,D1,0.0848352536510228,0.0901241937840159,0.0874797237175194,CHARLS,education,high
67,R1,0.0500229224865032,0.060416356307482,0.0552196393969926,CHARLS,education,high
67,D2,0.00928875678425478,0.0131878726366284,0.0112383147104416,CHARLS,education,high
67,DEAD,0.0424300482475353,0.0523876446411041,0.0474088464443197,CHARLS,education,high
68,I0,0.783883932630769,0.753762889085181,0.768823410857975,CHARLS,education,high
68,D1,0.0901241937840159,0.0946087190879918,0.0923664564360038,CHARLS,education,high
68,R1,0.060416356307482,0.070478424448871,0.0654473903781765,CHARLS,education,high
68,D2,0.0131878726366284,0.017662084667876,0.0154249786522522,CHARLS,education,high
68,DEAD,0.0523876446411041,0.0634878827100804,0.0579377636755922,CHARLS,education,high
69,I0,0.753762889085181,0.723151181726296,0.738457035405738,CHARLS,education,high
69,D1,0.0946087190879918,0.0984241530364685,0.0965164360622301,CHARLS,education,high
69,R1,0.070478424448871,0.0799784077749919,0.0752284161119315,CHARLS,education,high
69,D2,0.017662084667876,0.0226643901398625,0.0201632374038693,CHARLS,education,high
69,DEAD,0.0634878827100804,0.0757818673223807,0.0696348750162305,CHARLS,education,high
70,I0,0.723151181726296,0.692160809843453,0.707655995784875,CHARLS,education,high
70,D1,0.0984241530364685,0.101668230726774,0.100046191881621,CHARLS,education,high
70,R1,0.0799784077749919,0.0886946063991858,0.0843365070870888,CHARLS,education,high
70,D2,0.0226643901398625,0.0281574658391806,0.0254109279895216,CHARLS,education,high
70,DEAD,0.0757818673223807,0.0893188871914068,0.0825503772568937,CHARLS,education,high
71,I0,0.692160809843453,0.660919022237248,0.67653991604035,CHARLS,education,high
71,D1,0.101668230726774,0.104407036816307,0.103037633771541,CHARLS,education,high
71,R1,0.0886946063991858,0.0964152321449486,0.0925549192720672,CHARLS,education,high
71,D2,0.0281574658391806,0.0341067747029146,0.0311321202710476,CHARLS,education,high
71,DEAD,0.0893188871914068,0.104151934098582,0.0967354106449945,CHARLS,education,high
72,I0,0.660919022237248,0.629545800296975,0.645232411267111,CHARLS,education,high
72,D1,0.104407036816307,0.106678370005948,0.105542703411128,CHARLS,education,high
72,R1,0.0964152321449486,0.102972166844731,0.09969369949484,CHARLS,education,high
72,D2,0.0341067747029146,0.0404496010072152,0.0372781878550649,CHARLS,education,high
72,DEAD,0.104151934098582,0.12035406184513,0.112252997971856,CHARLS,education,high
73,I0,0.629545800296975,0.598145363484003,0.613845581890489,CHARLS,education,high
73,D1,0.106678370005948,0.108495824050092,0.10758709702802,CHARLS,education,high
73,R1,0.102972166844731,0.10825421447075,0.105613190657741,CHARLS,education,high
73,D2,0.0404496010072152,0.0470800209847844,0.0437648109959998,CHARLS,education,high
73,DEAD,0.12035406184513,0.138024577010371,0.12918931942775,CHARLS,education,high
74,I0,0.598145363484003,0.566803801479441,0.582474582481722,CHARLS,education,high
74,D1,0.108495824050092,0.10985272245644,0.109174273253266,CHARLS,education,high
74,R1,0.10825421447075,0.1122100996116,0.110232157041175,CHARLS,education,high
74,D2,0.0470800209847844,0.053843317695793,0.0504616693402887,CHARLS,education,high
74,DEAD,0.138024577010371,0.157290058756726,0.147657317883548,CHARLS,education,high
75,I0,0.566803801479441,0.53558782151107,0.551195811495256,CHARLS,education,high
75,D1,0.10985272245644,0.110725726196817,0.110289224326628,CHARLS,education,high
75,R1,0.1122100996116,0.114848394919347,0.113529247265474,CHARLS,education,high
75,D2,0.053843317695793,0.0605349676737778,0.0571891426847854,CHARLS,education,high
75,DEAD,0.157290058756726,0.178303089698988,0.167796574227857,CHARLS,education,high
