module,stratum,cohort,ses,age,process,origin_state,destination,annual_hazard,standardization_rows
wealth_within_low_education,all,CHARLS,middle,64,recovery,D2,R1,0.251550116914125,1074
wealth_within_low_education,all,CHARLS,middle,65,recovery,D2,R1,0.247953790354554,1074
wealth_within_low_education,all,CHARLS,middle,66,recovery,D2,R1,0.24371960430733,1074
wealth_within_low_education,all,CHARLS,middle,67,recovery,D2,R1,0.238747239572498,1074
wealth_within_low_education,all,CHARLS,middle,68,recovery,D2,R1,0.232953442235685,1074
wealth_within_low_education,all,CHARLS,middle,69,recovery,D2,R1,0.226275472848824,1074
wealth_within_low_education,all,CHARLS,middle,70,recovery,D2,R1,0.218674480103947,1074
wealth_within_low_education,all,CHARLS,middle,71,recovery,D2,R1,0.210188748812333,1074
wealth_within_low_education,all,CHARLS,middle,72,recovery,D2,R1,0.20106900132992,1074
wealth_within_low_education,all,CHARLS,middle,73,recovery,D2,R1,0.191594216115135,1074
wealth_within_low_education,all,CHARLS,middle,74,recovery,D2,R1,0.18201140808046,1074
wealth_within_low_education,all,CHARLS,middle,75,recovery,D2,R1,0.172532569480859,1074
wealth_within_low_education,all,CHARLS,middle,76,recovery,D2,R1,0.163334211591416,1074
wealth_within_low_education,all,CHARLS,middle,77,recovery,D2,R1,0.154558944959016,1074
wealth_within_low_education,all,CHARLS,middle,78,recovery,D2,R1,0.146318542410757,1074
wealth_within_low_education,all,CHARLS,middle,79,recovery,D2,R1,0.13869798427707,1074
wealth_within_low_education,all,CHARLS,middle,80,recovery,D2,R1,0.131760070454308,1074
wealth_within_low_education,all,CHARLS,middle,81,recovery,D2,R1,0.125489293162242,1074
wealth_within_low_education,all,CHARLS,middle,82,recovery,D2,R1,0.119635733837234,1074
wealth_within_low_education,all,CHARLS,middle,83,recovery,D2,R1,0.113935151245641,1074
wealth_within_low_education,all,CHARLS,middle,84,recovery,D2,R1,0.108170366070139,1074
wealth_within_low_education,all,CHARLS,middle,85,recovery,D2,R1,0.102170094975713,1074
wealth_within_low_education,all,CHARLS,middle,86,recovery,D2,R1,0.0958110073969441,1074
wealth_within_low_education,all,CHARLS,middle,87,recovery,D2,R1,0.0890213770967941,1074
wealth_within_low_education,all,CHARLS,middle,88,recovery,D2,R1,0.0817846279884908,1074
wealth_within_low_education,all,CHARLS,middle,89,recovery,D2,R1,0.0741410461885967,1074
wealth_within_low_education,all,CHARLS,middle,90,recovery,D2,R1,0.0661860664348634,1074
wealth_within_low_education,all,CHARLS,middle,91,recovery,D2,R1,0.0581174898660464,1074
wealth_within_low_education,all,CHARLS,middle,92,recovery,D2,R1,0.0503260375555883,1074
wealth_within_low_education,all,CHARLS,middle,93,recovery,D2,R1,0.0431258665358482,1074
wealth_within_low_education,all,CHARLS,middle,94,recovery,D2,R1,0.0366991273297012,1074
wealth_within_low_education,all,CHARLS,middle,95,recovery,D2,R1,0.0311214657294608,1074
wealth_within_low_education,all,CHARLS,middle,96,recovery,D2,R1,0.0311214657294608,1074
wealth_within_low_education,all,CHARLS,middle,97,recovery,D2,R1,0.0311214657294608,1074
