module,stratum,cohort,ses,age,process,origin_state,destination,annual_hazard,standardization_rows
wealth_within_low_education,all,CHARLS,middle,88,recovery,D1,R1,0.0754045816868051,7483
wealth_within_low_education,all,CHARLS,middle,89,recovery,D1,R1,0.0684896847132648,7483
wealth_within_low_education,all,CHARLS,middle,90,recovery,D1,R1,0.0613027028808329,7483
wealth_within_low_education,all,CHARLS,middle,91,recovery,D1,R1,0.0540126646831357,7483
wealth_within_low_education,all,CHARLS,middle,92,recovery,D1,R1,0.0469607765766514,7483
wealth_within_low_education,all,CHARLS,middle,93,recovery,D1,R1,0.0404243179928808,7483
wealth_within_low_education,all,CHARLS,middle,94,recovery,D1,R1,0.0345670228133367,7483
wealth_within_low_education,all,CHARLS,middle,95,recovery,D1,R1,0.0294603005111069,7483
wealth_within_low_education,all,CHARLS,middle,96,recovery,D1,R1,0.0294603005111069,7483
wealth_within_low_education,all,CHARLS,middle,97,recovery,D1,R1,0.0294603005111069,7483
wealth_within_low_education,all,CHARLS,middle,98,recovery,D1,R1,0.0294603005111069,7483
wealth_within_low_education,all,CHARLS,middle,99,recovery,D1,R1,0.0294603005111069,7483
wealth_within_low_education,all,CHARLS,low,60,recovery,D1,R1,0.22302762564607,7483
wealth_within_low_education,all,CHARLS,low,61,recovery,D1,R1,0.220771386879382,7483
wealth_within_low_education,all,CHARLS,low,62,recovery,D1,R1,0.218418878333998,7483
wealth_within_low_education,all,CHARLS,low,63,recovery,D1,R1,0.215855978869494,7483
wealth_within_low_education,all,CHARLS,low,64,recovery,D1,R1,0.212974583359561,7483
wealth_within_low_education,all,CHARLS,low,65,recovery,D1,R1,0.209673970253596,7483
wealth_within_low_education,all,CHARLS,low,66,recovery,D1,R1,0.205862654521611,7483
wealth_within_low_education,all,CHARLS,low,67,recovery,D1,R1,0.201460630216091,7483
wealth_within_low_education,all,CHARLS,low,68,recovery,D1,R1,0.196401879445945,7483
wealth_within_low_education,all,CHARLS,low,69,recovery,D1,R1,0.190636995084734,7483
wealth_within_low_education,all,CHARLS,low,70,recovery,D1,R1,0.184135736450973,7483
wealth_within_low_education,all,CHARLS,low,71,recovery,D1,R1,0.176929971631669,7483
wealth_within_low_education,all,CHARLS,low,72,recovery,D1,R1,0.169223029070799,7483
wealth_within_low_education,all,CHARLS,low,73,recovery,D1,R1,0.161240586325516,7483
wealth_within_low_education,all,CHARLS,low,74,recovery,D1,R1,0.153182176416237,7483
wealth_within_low_education,all,CHARLS,low,75,recovery,D1,R1,0.145218912776708,7483
wealth_within_low_education,all,CHARLS,low,76,recovery,D1,R1,0.137493231710398,7483
wealth_within_low_education,all,CHARLS,low,77,recovery,D1,R1,0.130120213782621,7483
wealth_within_low_education,all,CHARLS,low,78,recovery,D1,R1,0.123190052680515,7483
wealth_within_low_education,all,CHARLS,low,79,recovery,D1,R1,0.116771283499742,7483
wealth_within_low_education,all,CHARLS,low,80,recovery,D1,R1,0.110914448012755,7483
wealth_within_low_education,all,CHARLS,low,81,recovery,D1,R1,0.105606919075467,7483
wealth_within_low_education,all,CHARLS,low,82,recovery,D1,R1,0.100647496860094,7483
wealth_within_low_education,all,CHARLS,low,83,recovery,D1,R1,0.0958236086509547,7483
wealth_within_low_education,all,CHARLS,low,84,recovery,D1,R1,0.0909606568650983,7483
wealth_within_low_education,all,CHARLS,low,85,recovery,D1,R1,0.0859208885376205,7483
wealth_within_low_education,all,CHARLS,low,86,recovery,D1,R1,0.0806047472913233,7483
wealth_within_low_education,all,CHARLS,low,87,recovery,D1,R1,0.0749534720093714,7483
wealth_within_low_education,all,CHARLS,low,88,recovery,D1,R1,0.0689516632136358,7483
wealth_within_low_education,all,CHARLS,low,89,recovery,D1,R1,0.0626285242662318,7483
wealth_within_low_education,all,CHARLS,low,90,recovery,D1,R1,0.0560565847401874,7483
wealth_within_low_education,all,CHARLS,low,91,recovery,D1,R1,0.0493904081315832,7483
wealth_within_low_education,all,CHARLS,low,92,recovery,D1,R1,0.0429420013788191,7483
wealth_within_low_education,all,CHARLS,low,93,recovery,D1,R1,0.0369649150957863,7483
wealth_within_low_education,all,CHARLS,low,94,recovery,D1,R1,0.0316088712649185,7483
wealth_within_low_education,all,CHARLS,low,95,recovery,D1,R1,0.0269391683313297,7483
wealth_within_low_education,all,CHARLS,low,96,recovery,D1,R1,0.0269391683313297,7483
wealth_within_low_education,all,CHARLS,low,97,recovery,D1,R1,0.0269391683313297,7483
wealth_within_low_education,all,CHARLS,low,98,recovery,D1,R1,0.0269391683313297,7483
wealth_within_low_education,all,CHARLS,low,99,recovery,D1,R1,0.0269391683313297,7483
wealth_within_low_education,all,CHARLS,high,60,recovery,D2,R1,0.292806712704392,1074
wealth_within_low_education,all,CHARLS,high,61,recovery,D2,R1,0.289844560126046,1074
wealth_within_low_education,all,CHARLS,high,62,recovery,D2,R1,0.286756017656083,1074
wealth_within_low_education,all,CHARLS,high,63,recovery,D2,R1,0.283391258850892,1074
wealth_within_low_education,all,CHARLS,high,64,recovery,D2,R1,0.279608355523016,1074
wealth_within_low_education,all,CHARLS,high,65,recovery,D2,R1,0.275275073174397,1074
wealth_within_low_education,all,CHARLS,high,66,recovery,D2,R1,0.270271303675761,1074
wealth_within_low_education,all,CHARLS,high,67,recovery,D2,R1,0.26449200946317,1074
